Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,temperature,humidity,ph,rainfall,N_percent,P_percent,K_percent,total_yield,Fertilizer_per_ha,Pesticide_per_ha,Soil_Type
Maize,Kharif     ,Uttarakhand,25472.0,38284,1564.7,4267069.4,8405.8,1.37,31.7,77.9,6.48,109.8,55.6,21.9,22.5,34896.64,167.51999842964827,0.3300015703517587,Alluvial
Maize,Summer     ,Uttarakhand,47.0,94,1564.7,7873.4,15.5,1.87,27.0,41.1,5.52,109.8,52.1,30.7,17.2,87.89,167.5191489361702,0.3297872340425531,Alluvial
Masoor,Rabi       ,Uttarakhand,10978.0,9045,1564.7,1839034.6,3622.7,0.74,22.1,44.6,6.21,298.6,53.0,20.7,26.4,8123.72,167.52000364365094,0.3299963563490617,Loamy
Moong(Green Gram),Summer     ,Uttarakhand,3.0,2,1564.7,502.6,1.0,0.67,20.6,82.6,6.57,298.6,50.4,23.6,26.0,2.01,167.53333333333333,0.3333333333333333,Sandy Loam
Moth,Kharif     ,Uttarakhand,2.0,2,1564.7,335.0,0.7,1.0,17.6,61.2,6.15,298.6,44.3,28.7,26.9,2.0,167.5,0.35,Loamy
Onion,Whole Year ,Uttarakhand,2149.0,11529,1564.7,360000.5,709.2,5.81,32.3,70.2,6.74,298.6,50.7,24.2,25.0,12485.69,167.52000930665426,0.3300139599813867,Loamy
Other  Rabi pulses,Rabi       ,Uttarakhand,23.0,14,1564.7,3853.0,7.6,0.62,24.2,63.2,6.68,298.6,45.5,29.1,25.4,14.26,167.52173913043478,0.3304347826086956,Loamy
Other Cereals,Rabi       ,Uttarakhand,477.0,412,1564.7,79907.0,157.4,0.85,28.0,45.2,6.06,298.6,50.9,24.8,24.3,405.45,167.51991614255766,0.329979035639413,Loamy
Other Kharif pulses,Kharif     ,Uttarakhand,10189.0,8848,1564.7,1706861.3,3362.4,0.81,24.9,40.2,6.43,298.6,43.4,29.8,26.9,8253.09,167.52000196290118,0.3300029443517519,Loamy
Peas & beans (Pulses),Rabi       ,Uttarakhand,6396.0,6576,1564.7,1071457.9,2110.7,0.71,18.9,68.4,6.11,298.6,45.3,27.3,27.4,4541.16,167.51999687304564,0.3300031269543464,Sandy Loam
Potato,Kharif     ,Uttarakhand,7623.0,78490,1564.7,1277005.0,2515.6,9.61,26.1,45.5,6.56,298.6,49.8,25.0,25.3,73257.03,167.52000524727796,0.3300013118194936,Alluvial
Potato,Rabi       ,Uttarakhand,4642.0,55998,1564.7,777627.8,1531.9,11.09,23.9,53.3,5.51,298.6,47.5,24.3,28.2,51479.78,167.51999138302455,0.3300086169754416,Alluvial
Ragi,Kharif     ,Uttarakhand,114511.0,160034,1564.7,19182882.7,37788.6,1.47,24.8,63.3,6.59,298.6,51.8,23.1,25.1,168331.16999999998,167.51999982534429,0.329999738016435,Red
Rapeseed &Mustard,Rabi       ,Uttarakhand,12391.0,9733,1564.7,2075740.3,4089.0,0.65,25.1,68.9,7.83,298.6,54.7,22.2,23.1,8054.150000000001,167.51999838592528,0.3299975788879025,Loamy
Rice,Summer     ,Uttarakhand,13680.0,45267,1564.7,2291673.6,4514.4,3.31,21.4,79.8,5.48,298.6,54.7,25.9,19.4,45280.8,167.52,0.3299999999999999,Clayey
Sesamum,Kharif     ,Uttarakhand,1745.0,400,1564.7,292322.4,575.8,0.23,20.5,59.8,7.66,298.6,50.2,27.8,22.0,401.35,167.52,0.329971346704871,Loamy
Soyabean,Kharif     ,Uttarakhand,9041.0,14414,1564.7,1514548.3,2983.5,1.13,18.2,50.5,6.72,298.6,44.1,30.1,25.8,10216.33,167.51999778785532,0.3299966817829886,Black
Sugarcane,Whole Year ,Uttarakhand,104210.0,6348078,1564.7,17457259.2,34389.3,61.1,25.9,64.9,6.69,298.6,55.1,23.1,21.8,6367231.0,167.51999999999998,0.33,Loamy
Sunflower,Kharif     ,Uttarakhand,24.0,10,1564.7,4020.5,7.9,0.38,21.4,57.6,7.23,298.6,52.1,24.7,23.2,9.12,167.52083333333334,0.3291666666666666,Alluvial
Tobacco,Whole Year ,Uttarakhand,6.0,9,1564.7,1005.1,2.0,1.39,24.4,55.0,6.69,298.6,49.3,22.2,28.4,8.34,167.51666666666668,0.3333333333333333,Loamy
Turmeric,Whole Year ,Uttarakhand,1292.0,11037,1564.7,216435.8,426.4,8.8,27.7,48.0,6.15,298.6,52.6,22.7,24.7,11369.6,167.51996904024767,0.3300309597523219,Red Loamy
Urad,Kharif     ,Uttarakhand,11013.0,8941,1564.7,1844897.8,3634.3,0.7,23.5,51.3,5.86,298.6,52.3,23.3,24.4,7709.099999999999,167.5200036320712,0.3300009080177972,Loamy
Urad,Summer     ,Uttarakhand,77.0,19,1564.7,12899.0,25.4,0.25,29.2,51.4,6.77,298.6,50.8,23.7,25.5,19.25,167.5194805194805,0.3298701298701298,Loamy
Wheat,Rabi       ,Uttarakhand,355549.0,864836,1564.7,59561568.5,117331.2,1.87,11.6,67.4,6.76,298.6,59.2,21.6,19.1,664876.63,167.52000005625104,0.3300000843765557,Alluvial
Arhar/Tur,Rabi       ,Jharkhand,18053.0,29165,1374.7,3024238.6,5957.5,1.61,20.0,60.5,6.48,298.6,49.7,26.6,23.7,29065.33,167.5200022156982,0.3300005539245554,Sandy Loam
Gram,Rabi       ,Jharkhand,14034.0,13022,1374.7,2350975.7,4631.2,1.0,23.1,81.5,5.59,298.6,47.0,27.4,25.7,14034.0,167.52000142511045,0.3299985748895539,Sandy Loam
Maize,Autumn     ,Jharkhand,65931.0,92140,1374.7,11044761.1,21757.2,1.35,22.8,43.7,5.56,109.8,52.8,27.0,20.2,89006.85,167.51999969665255,0.3299995449788415,Alluvial
Masoor,Rabi       ,Jharkhand,5097.0,5038,1374.7,853849.4,1682.0,1.01,20.9,56.0,6.26,298.6,50.0,24.3,25.7,5147.97,167.51999215224643,0.3299980380616049,Loamy
Onion,Rabi       ,Jharkhand,3184.0,20676,1374.7,533383.7,1050.7,6.5,17.6,74.2,6.42,298.6,50.5,21.1,28.5,20696.0,167.520006281407,0.3299937185929648,Loamy
Potato,Rabi       ,Jharkhand,16213.0,119875,1374.7,2716001.8,5350.3,7.82,19.8,65.8,5.97,298.6,52.4,22.0,25.5,126785.66,167.52000246715596,0.3300006167889965,Alluvial
Potato,Winter     ,Jharkhand,21703.0,186886,1374.7,3635686.6,7162.0,7.6,24.6,61.9,7.03,298.6,50.6,29.1,20.3,164942.8,167.52000184306317,0.3300004607657927,Alluvial
Ragi,Autumn     ,Jharkhand,21550.0,20401,1374.7,3610056.0,7111.5,0.81,35.5,71.3,6.23,298.6,47.5,27.1,25.4,17455.5,167.52,0.33,Red
Rapeseed &Mustard,Rabi       ,Jharkhand,7486.0,6484,1374.7,1254054.7,2470.4,0.85,20.1,60.5,6.95,298.6,48.6,25.6,25.8,6363.099999999999,167.51999732834625,0.3300026716537537,Loamy
Rice,Autumn     ,Jharkhand,150654.0,126012,1374.7,25237558.1,49715.8,0.79,20.1,84.6,5.65,298.6,54.8,25.2,20.0,119016.66,167.52000013275455,0.3299998672454764,Clayey
Sugarcane,Whole Year ,Jharkhand,766.0,27049,1374.7,128320.3,252.8,33.59,28.2,68.4,6.63,298.6,52.8,27.2,19.9,25729.94,167.51997389033943,0.3300261096605744,Loamy
Wheat,Rabi       ,Jharkhand,47933.0,73657,1374.7,8029736.2,15817.9,1.49,16.8,63.9,6.37,298.6,58.1,22.4,19.5,71420.17,167.52000083449815,0.3300002086245384,Alluvial
Arhar/Tur,Rabi       ,West Bengal,1248.0,543,1686.5,209065.0,411.8,0.43,29.3,69.2,6.92,298.6,52.2,24.5,23.3,536.64,167.52003205128204,0.3299679487179487,Sandy Loam
Bajra,Kharif     ,West Bengal,59.0,22,1686.5,9883.7,19.5,0.37,24.8,64.9,5.69,298.6,52.5,23.5,24.0,21.83,167.52033898305086,0.3305084745762712,Sandy
Barley,Rabi       ,West Bengal,2310.0,3339,1686.5,386971.2,762.3,1.49,18.5,61.3,5.69,298.6,48.8,24.8,26.4,3441.9,167.52,0.3299999999999999,Loamy
Castor seed,Kharif     ,West Bengal,70.0,42,1686.5,11726.4,23.1,0.6,20.7,63.4,7.24,298.6,53.9,19.5,26.6,42.0,167.51999999999998,0.33,Sandy Loam
Coconut ,Whole Year ,West Bengal,29133.0,367500000,1686.5,4880360.2,9613.9,12317.74,27.9,55.6,6.69,225.6,50.2,21.5,28.3,358852719.42,167.52000137301343,0.3300003432533553,Loamy
Cotton(lint),Kharif     ,West Bengal,143.0,431,1686.5,23955.4,47.2,2.93,26.8,51.1,6.73,99.9,47.1,24.8,28.2,418.99,167.52027972027972,0.3300699300699301,Black
Gram,Rabi       ,West Bengal,23270.0,24415,1686.5,3898190.4,7679.1,1.02,34.0,73.5,5.89,298.6,53.8,23.3,22.9,23735.4,167.51999999999998,0.33,Sandy Loam
Groundnut,Autumn     ,West Bengal,1471.0,1268,1686.5,246421.9,485.4,1.02,18.5,64.3,5.82,298.6,44.6,28.9,26.5,1500.42,167.51998640380694,0.3299796057104011,Sandy Loam
Groundnut,Rabi       ,West Bengal,7752.0,14402,1686.5,1298615.0,2558.2,1.78,28.5,63.2,5.81,298.6,45.0,27.3,27.7,13798.56,167.51999484004128,0.3300051599587203,Sandy Loam
Horse-gram,Kharif     ,West Bengal,2046.0,984,1686.5,342745.9,675.2,0.52,32.4,70.8,6.25,298.6,49.8,23.3,26.8,1063.92,167.51999022482894,0.3300097751710655,Loamy
Jowar,Kharif     ,West Bengal,23.0,6,1686.5,3853.0,7.6,0.26,27.4,55.9,6.76,298.6,53.5,25.0,21.5,5.98,167.52173913043478,0.3304347826086956,Red
Jute,Kharif     ,West Bengal,599027.0,8558607,1686.5,100349003.0,197678.9,15.07,27.3,45.3,6.01,199.8,49.4,26.1,24.6,9027336.89,167.51999993322505,0.3299999833062616,Loamy
Khesari,Rabi       ,West Bengal,25808.0,26651,1686.5,4323356.2,8516.6,0.98,19.9,93.4,6.19,298.6,53.1,24.0,22.9,25291.84,167.52000154990702,0.3299984500929944,Loamy
Linseed,Rabi       ,West Bengal,4121.0,1478,1686.5,690349.9,1359.9,0.36,25.3,54.7,6.56,298.6,49.9,26.4,23.7,1483.56,167.51999514680904,0.3299927202135404,Loamy
Maize,Autumn     ,West Bengal,34052.0,77279,1686.5,5704391.0,11237.2,2.04,28.3,65.0,5.94,109.8,54.4,25.1,20.5,69466.08,167.51999882532598,0.3300011746740279,Alluvial
Maize,Rabi       ,West Bengal,22614.0,107784,1686.5,3788297.3,7462.6,3.45,26.5,54.3,6.08,109.8,51.8,24.5,23.7,78018.3,167.5200008844079,0.3299991155921111,Alluvial
Maize,Summer     ,West Bengal,41172.0,179065,1686.5,6897133.4,13586.8,2.76,28.3,66.4,7.17,109.8,53.0,23.4,23.6,113634.72,167.51999902846595,0.3300009715340522,Alluvial
Masoor,Rabi       ,West Bengal,59299.0,41695,1686.5,9933768.5,19568.7,0.74,31.2,73.2,5.85,298.6,48.4,20.3,31.3,43881.26,167.5200003372738,0.3300005059107236,Loamy
Mesta,Kharif     ,West Bengal,5430.0,64429,1686.5,909633.6,1791.9,9.39,20.4,45.5,6.44,298.6,49.4,26.5,24.1,50987.7,167.51999999999998,0.33,Loamy
Moong(Green Gram),Kharif     ,West Bengal,806.0,577,1686.5,135021.1,266.0,0.67,21.6,55.3,6.14,298.6,51.1,23.6,25.4,540.02,167.51997518610423,0.3300248138957816,Sandy Loam
Moong(Green Gram),Rabi       ,West Bengal,1936.0,1289,1686.5,324318.7,638.9,0.7,24.0,38.1,7.49,298.6,53.6,27.1,19.3,1355.1999999999998,167.5199896694215,0.3300103305785123,Sandy Loam
Moong(Green Gram),Summer     ,West Bengal,17288.0,11084,1686.5,2896085.8,5705.0,0.8,24.3,78.5,7.28,298.6,45.8,26.6,27.6,13830.4,167.52000231374362,0.3299976862563628,Sandy Loam
Niger seed,Kharif     ,West Bengal,3569.0,2408,1686.5,597878.9,1177.8,0.55,24.2,75.8,7.26,298.6,51.1,27.1,21.8,1962.95,167.5200056038106,0.3300084057158868,Loamy
Other  Rabi pulses,Rabi       ,West Bengal,295.0,124,1686.5,49418.4,97.4,0.43,22.4,53.7,6.14,298.6,47.2,28.3,24.5,126.85,167.52,0.3301694915254237,Loamy
Other Kharif pulses,Kharif     ,West Bengal,573.0,247,1686.5,95989.0,189.1,0.44,24.4,44.4,6.38,298.6,46.7,29.7,23.6,252.12,167.52006980802793,0.3300174520069808,Loamy
Peas & beans (Pulses),Rabi       ,West Bengal,12089.0,10939,1686.5,2025149.3,3989.4,0.88,21.0,65.7,5.85,298.6,42.5,28.6,28.9,10638.32,167.52000165439657,0.3300024815948383,Sandy Loam
Potato,Rabi       ,West Bengal,376751.0,9693330,1686.5,63113327.5,124327.8,26.12,31.0,43.4,7.3,298.6,54.6,22.2,23.1,9840736.12,167.51999994691454,0.3299999203718106,Alluvial
Potato,Summer     ,West Bengal,2455.0,29706,1686.5,411261.6,810.2,12.1,31.8,65.5,5.91,298.6,51.6,25.6,22.8,29705.5,167.51999999999998,0.330020366598778,Alluvial
Ragi,Autumn     ,West Bengal,8423.0,8242,1686.5,1411021.0,2779.6,0.71,26.5,49.5,7.7,298.6,49.9,22.7,27.5,5980.33,167.5200047489018,0.3300011872254541,Red
Rice,Summer     ,West Bengal,1221076.0,3875100,1686.5,204554651.5,402955.1,3.04,25.5,82.5,4.8,298.6,55.7,26.1,18.2,3712071.04,167.519999983621,0.3300000163789968,Clayey
Safflower,Rabi       ,West Bengal,422.0,362,1686.5,70693.4,139.3,0.82,27.8,55.1,7.18,298.6,49.3,26.4,24.3,346.04,167.51990521327014,0.3300947867298578,Loamy
Sannhamp,Kharif     ,West Bengal,703.0,2625,1686.5,117766.6,232.0,3.88,21.8,33.7,7.14,298.6,51.0,24.1,24.9,2727.64,167.5200568990043,0.3300142247510668,Loamy
Sesamum,Autumn     ,West Bengal,944.0,538,1686.5,158138.9,311.5,0.56,21.3,72.9,6.65,298.6,49.8,29.2,21.0,528.6400000000001,167.52002118644066,0.329978813559322,Loamy
Sesamum,Summer     ,West Bengal,180090.0,165983,1686.5,30168676.8,59429.7,0.81,15.3,65.3,6.37,298.6,47.4,26.0,26.6,145872.90000000002,167.52,0.3299999999999999,Loamy
Sesamum,Winter     ,West Bengal,1086.0,677,1686.5,181926.7,358.4,0.57,29.4,46.8,6.25,298.6,47.6,26.5,25.9,619.02,167.51998158379374,0.3300184162062615,Loamy
Small millets,Kharif     ,West Bengal,1020.0,678,1686.5,170870.4,336.6,0.51,26.0,50.2,5.74,298.6,45.6,25.1,29.3,520.2,167.51999999999998,0.33,Loamy
Small millets,Rabi       ,West Bengal,500.0,716,1686.5,83760.0,165.0,1.0,30.9,54.3,5.8,298.6,47.1,24.7,28.2,500.0,167.52,0.33,Loamy
Soyabean,Kharif     ,West Bengal,581.0,474,1686.5,97329.1,191.7,0.72,19.5,81.0,6.05,298.6,52.2,26.3,21.5,418.32,167.51996557659209,0.3299483648881239,Black
Sugarcane,Whole Year ,West Bengal,16077.0,1681444,1686.5,2693219.0,5305.4,107.92,28.3,72.4,6.49,298.6,58.6,20.0,21.4,1735029.84,167.51999751197363,0.3299993779934067,Loamy
Sunflower,Kharif     ,West Bengal,6812.0,7939,1686.5,1141146.2,2248.0,1.26,20.7,77.2,6.91,298.6,43.4,24.7,31.9,8583.12,167.5199941280094,0.3300058719906048,Alluvial
Tobacco,Whole Year ,West Bengal,17464.0,26917,1686.5,2925569.3,5763.1,1.2,26.8,51.3,6.88,298.6,47.0,27.8,25.3,20956.8,167.520001145213,0.3299988547869904,Loamy
Urad,Kharif     ,West Bengal,44606.0,27191,1686.5,7472397.1,14720.0,0.46,25.2,44.0,6.24,298.6,46.5,25.5,28.0,20518.76,167.5199995516298,0.3300004483701744,Loamy
Urad,Rabi       ,West Bengal,9158.0,7766,1686.5,1534148.2,3022.1,0.76,30.6,89.6,6.01,298.6,51.7,24.1,24.2,6960.08,167.5200043677659,0.3299956322341122,Loamy
Arhar/Tur,Kharif     ,Bihar,22106.0,47119,924.1,3333584.8,6852.9,1.93,19.6,55.6,7.14,298.6,49.2,26.5,24.3,42664.58,150.79999999999998,0.310001809463494,Sandy Loam
Bajra,Kharif     ,Bihar,4244.0,4838,924.1,639995.2,1315.6,1.14,26.3,51.6,6.99,298.6,49.0,24.1,26.9,4838.16,150.79999999999998,0.3099905749293119,Sandy
Barley,Rabi       ,Bihar,10433.0,15231,924.1,1573296.4,3234.2,1.46,29.1,62.5,6.81,298.6,48.2,25.0,26.8,15232.18,150.79999999999998,0.3099971245087702,Loamy
Castor seed,Kharif     ,Bihar,100.0,96,924.1,15080.0,31.0,0.99,25.3,47.0,5.99,298.6,45.9,25.2,28.9,99.0,150.8,0.31,Sandy Loam
Gram,Rabi       ,Bihar,61473.0,86186,924.1,9270128.4,19056.6,1.62,19.5,60.6,5.89,298.6,49.9,23.8,26.2,99586.26,150.8,0.3099995119808696,Sandy Loam
Horse-gram,Kharif     ,Bihar,8006.0,7752,924.1,1207304.8,2481.9,0.97,31.3,76.0,6.37,298.6,47.7,25.2,27.0,7765.82,150.8,0.3100049962528104,Loamy
Jowar,Kharif     ,Bihar,2631.0,2819,924.1,396754.8,815.6,1.08,25.2,46.9,7.08,298.6,49.1,29.1,21.8,2841.48,150.79999999999998,0.309996199163816,Red
Jute,Kharif     ,Bihar,123047.0,1490518,924.1,18555487.6,38144.6,13.44,26.2,65.2,6.37,199.8,48.8,26.7,24.5,1653751.68,150.8,0.3100002438092761,Loamy
Khesari,Rabi       ,Bihar,71199.0,83797,924.1,10736809.2,22071.7,1.08,25.1,60.5,5.87,298.6,49.9,24.3,25.8,76894.92,150.79999999999998,0.3100001404514108,Loamy
Linseed,Rabi       ,Bihar,21969.0,19046,924.1,3312925.2,6810.4,0.87,27.4,63.9,7.02,298.6,46.9,28.8,24.3,19113.03,150.8,0.3100004551868542,Loamy
Maize,Autumn     ,Bihar,261039.0,926315,924.1,39364681.2,80922.1,3.67,18.7,58.1,7.6,109.8,48.0,26.3,25.7,958013.13,150.8,0.310000038308452,Alluvial
Maize,Rabi       ,Bihar,242336.0,791005,924.1,36544268.8,75124.2,3.19,18.3,75.9,6.79,109.8,51.5,25.6,22.9,773051.84,150.79999999999998,0.3100001650600819,Alluvial
Maize,Summer     ,Bihar,189961.0,1038634,924.1,28646118.8,58887.9,5.1,23.7,60.3,6.35,109.8,56.9,22.4,20.7,968801.1,150.8,0.3099999473576155,Alluvial
Masoor,Rabi       ,Bihar,159714.0,183235,924.1,24084871.2,49511.3,1.03,26.9,66.2,7.28,298.6,46.0,29.2,24.8,164505.42,150.79999999999998,0.3099997495523248,Loamy
Mesta,Kharif     ,Bihar,17612.0,40948,924.1,2655889.6,5459.7,2.43,26.0,70.7,6.06,298.6,49.4,27.0,23.5,42797.16,150.8,0.3099988644106291,Loamy
Moong(Green Gram),Kharif     ,Bihar,8835.0,7179,924.1,1332318.0,2738.8,0.7,26.8,47.3,7.24,298.6,50.6,22.0,27.4,6184.5,150.8,0.3099943406904358,Sandy Loam
Moong(Green Gram),Summer     ,Bihar,147623.0,92127,924.1,22261548.4,45763.1,0.68,27.2,48.8,6.92,298.6,57.8,22.5,19.7,100383.64,150.79999999999998,0.3099997967796346,Sandy Loam
Other  Rabi pulses,Rabi       ,Bihar,1388.0,1528,924.1,209310.4,430.3,1.09,18.8,47.8,6.76,298.6,42.3,27.7,30.0,1512.92,150.79999999999998,0.310014409221902,Loamy
Other Kharif pulses,Kharif     ,Bihar,2982.0,2416,924.1,449685.6,924.4,0.86,27.8,44.9,7.05,298.6,48.2,28.7,23.1,2564.52,150.79999999999998,0.3099932930918846,Loamy
Peas & beans (Pulses),Rabi       ,Bihar,18496.0,19254,924.1,2789196.8,5733.8,1.04,14.4,41.8,6.46,298.6,44.2,29.4,26.4,19235.84,150.79999999999998,0.3100021626297577,Sandy Loam
Ragi,Kharif     ,Bihar,7935.0,9371,924.1,1196598.0,2459.8,1.3,34.0,53.2,6.16,298.6,47.7,23.3,29.0,10315.5,150.8,0.3099936988027725,Red
Rice,Autumn     ,Bihar,540424.0,960007,924.1,81495939.2,167531.4,1.74,20.3,73.3,4.82,298.6,56.7,24.1,19.1,940337.76,150.8,0.3099999259840421,Clayey
Rice,Summer     ,Bihar,105117.0,285835,924.1,15851643.6,32586.3,2.4,25.2,60.2,6.11,298.6,53.4,25.7,20.8,252280.8,150.79999999999998,0.3100002853962727,Clayey
Rice,Winter     ,Bihar,2653346.0,7076168,924.1,400124576.8,822537.3,2.57,23.8,72.1,5.28,298.6,53.8,28.5,17.7,6819099.22,150.8,0.3100000150753049,Clayey
Safflower,Rabi       ,Bihar,104.0,84,924.1,15683.2,32.2,0.93,26.6,37.2,7.26,298.6,51.6,22.1,26.2,96.72,150.8,0.3096153846153846,Loamy
Sannhamp,Kharif     ,Bihar,1231.0,990,924.1,185634.8,381.6,0.81,26.3,56.8,7.01,298.6,50.1,24.9,25.1,997.11,150.79999999999998,0.3099918765231519,Loamy
Small millets,Kharif     ,Bihar,2886.0,2209,924.1,435208.8,894.7,0.77,25.8,47.1,5.23,298.6,42.2,31.6,26.2,2222.2200000000003,150.79999999999998,0.31001386001386,Loamy
Sunflower,Rabi       ,Bihar,15764.0,22235,924.1,2377211.2,4886.8,1.45,26.7,75.8,6.33,298.6,56.8,19.8,23.4,22857.8,150.8,0.309997462572951,Alluvial
Tobacco,Whole Year ,Bihar,10913.0,20626,924.1,1645680.4,3383.0,1.9,31.7,54.4,6.66,298.6,51.4,22.8,25.8,20734.7,150.79999999999998,0.3099972509850637,Loamy
Urad,Kharif     ,Bihar,14057.0,12149,924.1,2119795.6,4357.7,0.9,29.3,53.9,6.5,298.6,50.5,28.3,21.2,12651.3,150.8,0.3100021341680301,Loamy
Arhar/Tur,Kharif     ,Chhattisgarh,51851.0,31007,1366.8,7819130.8,16073.8,0.57,27.8,56.4,7.73,298.6,50.6,22.7,26.6,29555.07,150.79999999999998,0.3099998071396887,Sandy Loam
Bajra,Kharif     ,Chhattisgarh,373.0,158,1366.8,56248.4,115.6,0.61,23.1,56.3,7.23,298.6,52.8,29.0,18.2,227.53,150.8,0.3099195710455764,Sandy
Bajra,Whole Year ,Chhattisgarh,962.0,13320,1366.8,145069.6,298.2,13.29,27.3,79.4,5.89,298.6,49.4,23.9,26.7,12784.98,150.8,0.3099792099792099,Sandy
Barley,Rabi       ,Chhattisgarh,2811.0,1332,1366.8,423898.8,871.4,0.62,22.8,70.8,6.39,298.6,49.9,22.6,27.5,1742.82,150.79999999999998,0.3099964425471362,Loamy
Castor seed,Kharif     ,Chhattisgarh,90.0,30,1366.8,13572.0,27.9,0.38,28.8,56.8,6.59,298.6,52.5,18.8,28.7,34.2,150.8,0.31,Sandy Loam
Coconut ,Whole Year ,Chhattisgarh,100.0,0,1366.8,15080.0,31.0,0.0,26.4,67.9,6.94,225.6,47.7,26.3,26.0,0.0,150.8,0.31,Loamy
Coriander,Whole Year ,Chhattisgarh,2959.0,841,1366.8,446217.2,917.3,0.28,19.3,78.8,7.69,298.6,48.6,26.5,24.9,828.5200000000001,150.8,0.3100033795201081,Loamy
Cotton(lint),Kharif     ,Chhattisgarh,131.0,138,1366.8,19754.8,40.6,1.15,27.0,50.9,5.92,99.9,50.4,18.0,31.5,150.64999999999998,150.79999999999998,0.3099236641221374,Black
Dry chillies,Whole Year ,Chhattisgarh,6486.0,6552,1366.8,978088.8,2010.7,1.01,23.2,47.0,6.14,298.6,52.4,24.7,22.9,6550.86,150.8,0.3100061671292013,Loamy
Garlic,Whole Year ,Chhattisgarh,1175.0,3141,1366.8,177190.0,364.2,2.83,33.4,44.6,7.33,298.6,49.2,25.6,25.2,3325.25,150.8,0.3099574468085106,Loamy
Ginger,Whole Year ,Chhattisgarh,1905.0,2282,1366.8,287274.0,590.6,1.2,21.5,54.2,7.7,298.6,51.5,25.8,22.7,2286.0,150.8,0.3100262467191601,Loamy
Gram,Rabi       ,Chhattisgarh,267890.0,304859,1366.8,40397812.0,83045.9,1.11,21.0,47.0,6.13,298.6,47.5,24.7,27.7,297357.9,150.8,0.31,Sandy Loam
Horse-gram,Kharif     ,Chhattisgarh,46068.0,14340,1366.8,6947054.4,14281.1,0.33,29.4,55.4,6.5,298.6,47.6,25.2,27.2,15202.44,150.8,0.3100004341408353,Loamy
Horse-gram,Rabi       ,Chhattisgarh,1509.0,425,1366.8,227557.2,467.8,0.3,26.7,59.0,6.82,298.6,49.2,26.3,24.5,452.7,150.8,0.3100066269052353,Loamy
Jowar,Kharif     ,Chhattisgarh,6235.0,4458,1366.8,940238.0,1932.8,0.71,31.6,76.9,6.46,298.6,51.8,23.8,24.4,4426.849999999999,150.8,0.3099919807538091,Red
Jute,Kharif     ,Chhattisgarh,189.0,0,1366.8,28501.2,58.6,0.0,32.8,85.8,7.28,199.8,50.4,23.8,25.8,0.0,150.8,0.3100529100529101,Loamy
Khesari,Rabi       ,Chhattisgarh,331839.0,159868,1366.8,50041321.2,102870.1,0.47,28.6,66.5,6.44,298.6,49.4,26.7,24.0,155964.33,150.8,0.3100000301350956,Loamy
Linseed,Rabi       ,Chhattisgarh,32250.0,13416,1366.8,4863300.0,9997.5,0.44,17.1,50.5,6.29,298.6,50.3,27.2,22.5,14190.0,150.8,0.31,Loamy
Maize,Kharif     ,Chhattisgarh,116839.0,225109,1366.8,17619321.2,36220.1,1.84,21.7,78.2,6.5,109.8,54.2,28.4,17.4,214983.76,150.79999999999998,0.3100000855878602,Alluvial
Masoor,Rabi       ,Chhattisgarh,15864.0,5147,1366.8,2392291.2,4917.8,0.33,28.9,58.3,7.42,298.6,49.6,21.9,28.5,5235.12,150.8,0.3099974785678265,Loamy
Mesta,Kharif     ,Chhattisgarh,1222.0,2273,1366.8,184277.6,378.8,2.08,23.2,46.3,7.44,298.6,52.4,22.7,25.0,2541.76,150.8,0.3099836333878887,Loamy
Moong(Green Gram),Kharif     ,Chhattisgarh,8540.0,2652,1366.8,1287832.0,2647.4,0.29,24.5,49.7,6.01,298.6,47.2,26.6,26.2,2476.6,150.8,0.31,Sandy Loam
Moong(Green Gram),Rabi       ,Chhattisgarh,6946.0,1585,1366.8,1047456.8,2153.3,0.26,22.4,70.4,7.41,298.6,47.5,27.3,25.2,1805.96,150.8,0.310005758710049,Sandy Loam
Niger seed,Kharif     ,Chhattisgarh,66184.0,11736,1366.8,9980547.2,20517.0,0.18,23.8,60.6,7.01,298.6,48.5,26.3,25.2,11913.12,150.79999999999998,0.30999939562432,Loamy
Other  Rabi pulses,Rabi       ,Chhattisgarh,2467.0,394,1366.8,372023.6,764.8,0.2,21.8,56.1,6.62,298.6,47.2,28.7,24.1,493.4,150.79999999999998,0.3100121605188488,Loamy
Other Kharif pulses,Kharif     ,Chhattisgarh,12660.0,1789,1366.8,1909128.0,3924.6,0.26,23.2,65.1,6.72,298.6,44.1,31.4,24.5,3291.6,150.8,0.31,Loamy
Potato,Kharif     ,Chhattisgarh,1615.0,11121,1366.8,243542.0,500.6,6.89,23.7,71.6,6.99,298.6,52.2,24.9,22.9,11127.35,150.8,0.309969040247678,Alluvial
Potato,Rabi       ,Chhattisgarh,10549.0,72640,1366.8,1590789.2,3270.2,7.42,26.4,66.6,6.52,298.6,47.9,24.9,27.2,78273.58,150.79999999999998,0.3100009479571523,Alluvial
Ragi,Kharif     ,Chhattisgarh,8305.0,2344,1366.8,1252394.0,2574.6,0.27,28.1,66.6,6.71,298.6,54.1,22.4,23.5,2242.3500000000004,150.8,0.3100060204695966,Red
